  -1.000000000      0.5960459859E-07 
  -1.000000000      0.7958420366E-01 
  -1.000000000      0.1581780016     
  -1.000000000      0.2348150015     
  -1.000000000      0.3085739911     
  -1.000000000      0.3786059916     
  -1.000000000      0.4441530108     
  -1.000000000      0.5045760274     
  -1.000000000      0.5593749881     
  -1.000000000      0.6082130075     
  -1.000000000      0.6509389877     
  -1.000000000      0.6876159906     
  -1.000000000      0.7185350060     
  -1.000000000      0.7442489862     
  -1.000000000      0.7655869722     
  -1.000000000      0.7836830020     
  -1.000000000      0.8000000119     
 -0.9062650204      0.1192089982E-06 
 -0.9062650204      0.7958289981E-01 
 -0.9062650204      0.1581760049     
 -0.9062650204      0.2348109931     
 -0.9062650204      0.3085690141     
 -0.9062650204      0.3786000013     
 -0.9062650204      0.4441460073     
 -0.9062650204      0.5045679808     
 -0.9062650204      0.5593659878     
 -0.9062650204      0.6082029939     
 -0.9062650204      0.6509289742     
 -0.9062650204      0.6876040101     
 -0.9062650204      0.7185230255     
 -0.9062650204      0.7442370057     
 -0.9062650204      0.7655739784     
 -0.9062650204      0.7836700082     
 -0.9062650204      0.7999870181     
 -0.8137310147      0.1192089982E-06 
 -0.8137310147      0.7958190143E-01 
 -0.8137310147      0.1581739932     
 -0.8137310147      0.2348079979     
 -0.8137310147      0.3085649908     
 -0.8137310147      0.3785949945     
 -0.8137310147      0.4441410005     
 -0.8137310147      0.5045620203     
 -0.8137310147      0.5593590140     
 -0.8137310147      0.6081950068     
 -0.8137310147      0.6509209871     
 -0.8137310147      0.6875960231     
 -0.8137310147      0.7185140252     
 -0.8137310147      0.7442269921     
 -0.8137310147      0.7655649781     
 -0.8137310147      0.7836610079     
 -0.8137310147      0.7999770045     
 -0.7235519886      0.1192089982E-06 
 -0.7235519886      0.7958149910E-01 
 -0.7235519886      0.1581729949     
 -0.7235519886      0.2348069996     
 -0.7235519886      0.3085640073     
 -0.7235519886      0.3785929978     
 -0.7235519886      0.4441379905     
 -0.7235519886      0.5045589805     
 -0.7235519886      0.5593559742     
 -0.7235519886      0.6081920266     
 -0.7235519886      0.6509169936     
 -0.7235519886      0.6875920296     
 -0.7235519886      0.7185099721     
 -0.7235519886      0.7442229986     
 -0.7235519886      0.7655599713     
 -0.7235519886      0.7836560011     
 -0.7235519886      0.7999719977     
 -0.6367909908      0.1192089982E-06 
 -0.6367909908      0.7958170027E-01 
 -0.6367909908      0.1581729949     
 -0.6367909908      0.2348079979     
 -0.6367909908      0.3085649908     
 -0.6367909908      0.3785940111     
 -0.6367909908      0.4441399872     
 -0.6367909908      0.5045610070     
 -0.6367909908      0.5593580008     
 -0.6367909908      0.6081939936     
 -0.6367909908      0.6509190202     
 -0.6367909908      0.6875939965     
 -0.6367909908      0.7185130119     
 -0.6367909908      0.7442259789     
 -0.6367909908      0.7655630112     
 -0.6367909908      0.7836589813     
